val/loss,time/val_epoch_time,time/val_total_time,epoch,step,train/loss_epoch,time/train_epoch_time,time/train_total_time
0.4086526930332184,1.9881079196929932,3.88326096534729,0,7,,,
,,,0,7,0.8162726759910583,95.6058578491211,95.6058578491211
