train/loss_step,time/elapsed,epoch,step,val/loss,time/val_epoch_time,time/val_total_time,train/loss_epoch,time/train_epoch_time,time/train_total_time
0.7778376340866089,173.18478393554688,0,49,,,,,,
0.624107837677002,300.2285461425781,0,99,,,,,,
0.4999609589576721,429.3212585449219,0,149,,,,,,
,,0,185,0.26317882537841797,32.419986724853516,40.179561614990234,,,
,,0,185,,,,0.7308397889137268,571.9772338867188,571.9772338867188
