train/loss_step,time/elapsed,epoch,step,val/loss,time/val_epoch_time,time/val_total_time,train/loss_epoch,time/train_epoch_time,time/train_total_time
0.7041256427764893,103.81990814208984,0,49,,,,,,
0.5428500175476074,206.9613037109375,0,99,,,,,,
0.5066399574279785,317.4751892089844,0,149,,,,,,
,,0,185,0.26373428106307983,26.424043655395508,30.308879852294922,,,
,,0,185,,,,0.7380874752998352,419.54620361328125,419.54620361328125
