train/loss_step,time/elapsed,epoch,step,val/loss,time/val_epoch_time,time/val_total_time,train/loss_epoch,time/train_epoch_time,time/train_total_time
0.9192705750465393,111.18661499023438,0,49,,,,,,
0.6056962609291077,202.17385864257812,0,99,,,,,,
0.5189774036407471,294.9295959472656,0,149,,,,,,
,,0,185,0.26323452591896057,30.0579833984375,37.56694793701172,,,
,,0,185,,,,0.7597813606262207,428.9507751464844,428.9507751464844
