train/loss_step,time/elapsed,epoch,step,val/loss,time/val_epoch_time,time/val_total_time,train/loss_epoch,time/train_epoch_time,time/train_total_time
0.6452839374542236,123.69650268554688,0,49,,,,,,
0.5771885514259338,240.52879333496094,0,99,,,,,,
0.46283143758773804,349.32672119140625,0,149,,,,,,
,,0,185,0.26263391971588135,39.941802978515625,48.91381072998047,,,
,,0,185,,,,0.750946044921875,497.4819030761719,497.4819030761719
